【P9】4090 纸面 82 TFLOPS，为什么 cuBLAS 实测只有 ~22 TFLOPS？	"82 TFLOPS 是乘加器全速的纸面值；实测被访存等待、计数口径、写回、规模不足和精度路线共同砍到 ~22000 GFLOPS（约峰值的 27%）。
课程列的原因（作业 9 思考题 Q2）：实际有访存等待/同步/occupancy 损耗；理论峰值按 2×FMA 口径计数、与 $2MNK$ 口径未必一致；GEMM 还要写回输出；512³ 的小矩阵喂不满 GPU（启动/尾效应占比大）；cuBLAS 本身已用 TF32 Tensor Core 深度调优。对照：课程手写 L5 内核 ≈ 8800 GFLOPS，约 cuBLAS 的 40%，差距在向量化访存、autotuning、Tensor Core（教程 02 章""通往 cuBLAS""）。
这组数字只在 512³ 规模下成立，矩阵变大后达成率会变；测内核永远要在真实业务规模下测。 ---"	P9::interview
【P10】DDP 的桶化 all-reduce 是怎么和 backward 重叠的？	"按参数""反向传播就绪顺序""分桶（默认 25MB），某个桶的梯度一就绪就立刻异步 all-reduce，通信与剩余层的反传重叠——这是多卡近线性加速的来源。
朴素实现""backward 全算完 → 一次性 all-reduce → step""让通信完全串行（教程 02 章）；DDP 构造时就按反向就绪顺序把参数分桶，backward 过程中桶一满就发起异步通信，全部桶发起后才在 backward 结束前阻塞等最后一个。梯度语义是平均而非求和（课程验收 `ddp_gradient([1,2,3,4]) == 2.5`）。
gloo 后端不支持 `ReduceOp.AVG`，只能 SUM 再 /world（脚本 02 的写法）；桶太大等待久、太小开销高，粒度是个折中。"	P10::interview
【P10】ZeRO 三个阶段各切什么？7B 模型 8 卡每卡多少 GB？	"16Ψ 五项（bf16 参数 2 + bf16 梯度 2 + fp32 master 4 + 动量 4 + 方差 4）里，ZeRO-1 切优化器状态、ZeRO-2 再切梯度、ZeRO-3 连参数也切；7B、N=8 时每卡 112 → 38.5 → 26.25 → 14 GB。
公式（教程 03 章）：ZeRO-1 $= 4\Psi + 12\Psi/N$、ZeRO-2 $= 2\Psi + 14\Psi/N$、ZeRO-3 $= 16\Psi/N$；7B 带入即参考答案那组数字。恒等式校验：ZeRO-2 恒比 ZeRO-1 省 $(2 - 2/N)\Psi$，且 N=1 时四条公式全部退化为 16Ψ（背公式的最好校验点）。ZeRO-1/2 通信路径与 DDP 相同，号称""免费午餐""。
ZeRO-3 通信 ≈ 1.5× DDP（forward 前 all-gather 收齐、backward 后 reduce-scatter 分发），还引入 prefetch 调度复杂度；且 112→14GB 只是模型状态，激活、NCCL 缓冲与碎片余量另算。"	P10::interview
【P10】流水线气泡公式是什么？p=8 时要多少个 micro-batch 才能把气泡压到 10% 以下？	"bubble $= (p-1)/(m+p-1)$；p=8 想压到 10% 以下需 $m + p - 1 > 70$，即 $m > 63$（$m \ge 64$；$m=63$ 恰好 10.0%，off-by-one 警示）——深流水线必须配大梯度累积。
课程验收锚点 p=2、m=4 → 20%（作业 10 题 5）；m 增大气泡被摊薄。GPipe 与 1F1B 的 bubble 公式相同，区别在激活驻留：GPipe 先做完全部 forward、驻留 = m，1F1B 交错执行后稳态驻留 ≈ p（验收 `('gpipe',8,4)==8`、`('1f1b',8,4)==4`）。
1F1B 没有减小气泡，用""更早释放显存""换同样的 bubble；当 p 很深而 m 被激活显存卡住时 bubble 反成主要矛盾——所以深流水线标配 1F1B + 梯度检查点，再往上是 interleaved/AFAB 调度。"	P10::interview
【P10】TP 的列并行/行并行怎么切？为什么中间不需要通信？	"Megatron MLP $Y = \mathrm{gelu}(X W_1^T) W_2^T$ 中 $W_1$ 按输出维列切、$W_2$ 按输入维行切，gelu 作用在分片内部所以前向无通信，最后对部分和做一次 all-reduce。
每个 rank 算 $\mathrm{gelu}(X W_{1,r}^T) W_{2,r}^T$ 的部分和，all-reduce 求和即完整 $Y$（教程 04 章）；f/g 共轭算子保证每层 forward/backward 各恰一次 all-reduce。Attention 同构：QKV 按头切是天然列并行、输出投影行并行。课程实测（脚本 05 双卡）：与稠密计算的 max 误差 ~6e-7——""切分 = 稠密""的数学不变量。
TP 的 all-reduce 落在每层正中间、前后都是依赖它的计算，无法像 DDP 那样与计算重叠，对带宽最敏感——所以 TP 只放机内 NVLink，跨机会把带宽吃光。"	P10::interview
【P10】DDP 的 all-reduce 是平均还是求和？这个语义会坑你什么？	"梯度是平均，且这一步严格等价于""有效 batch = local × 累积步 × N""的单卡大 batch 一步；坑在手工汇总指标时""除错了对象""。
梯度对样本损失是线性的，all-reduce(SUM)/N 后每 rank 拿到的正是大 batch 的平均梯度（教程 02 章三步推导）；课程验收 `ddp_gradient([1,2,3,4]) == 2.5`、`effective_batch(16, 2, 2) == 64`。所以调 lr 的参照系是有效 batch（线性缩放规则）。
凡跨 rank 汇总的量（loss、acc）都要 SUM 后 /world；经典坑在流水线——只有最后一个 stage 持有 loss，机械地 /world 会把 loss 恰好砍半，数字""看起来合理""实则错了（脚本 06 记录过）。 ---"	P10::interview
【P11】GRPO 和 PPO 的本质区别？	"本质区别在基线来源——GRPO 用同一 prompt 组内 G 个回答的奖励均值当基线，PPO 要额外训练一个 Value 网络来估基线，GRPO 省掉的是一整个网络的训练状态。
优势都是组内标准化 $A_i = (r_i - \mathrm{mean})/\mathrm{std}$，但 GRPO 的 mean 直接来自组内回答（脚本实测 $[1.0, 0.0, 1.0, 0.0] \to [1.0, -1.0, 1.0, -1.0]$），Value 网络的参数、梯度、优化器状态全部免掉；组内比较也不受 Value 网络过拟合/梯度爆炸的影响。课程玩具循环无 critic 也能学：60 步平均奖励 0.38 → 0.83。
全对/全错组 std = 0、优势全零没有梯度——玩具实验最终停在 0.83（有标签的 BC 基线同模型同步数到 1.00），要用 DAPO 的 dynamic sampling 或难度过滤来补。"	P11::interview
【P11】RLVR 为什么香？什么时候不行？	"RLVR 用机器可验证的规则（数学对错、代码单测、格式校验）直接当奖励——不可作弊、无奖励模型的偏差，也不怕奖励模型被攻击。
课程玩具循环从头到尾没见过一条标准答案标签，只靠规则验证器就把平均奖励从 0.38 提到 0.83——""以验证代替标注""；奖励函数就是 `\boxed` → `####` → 最后一个数字的抽取链加 1/0 打分。有标签时 BC 是上限（到 1.00），RLVR 的价值正在没标签、只有验证器的场景。
只适用于可形式化验证的任务；创意写作、对话质量这类主观评估仍需 RM 或 LLM-as-judge，而它们自带偏差、可被 reward hacking。"	P11::interview
【P11】rollout 为什么是 RL 的瓶颈？verl 怎么解？	"生成远贵于训练——rollout 占 RL 每步时间的 60-80%（reward 约 5-10%、training 约 15-30%），是名副其实的大头。
手写玩具模型 1 秒能生成 100 个回答，真实 7B 生成一个回答要几百 ms，所以工业版把两个角色拆成两个引擎：rollout 用 vLLM/SGLang 换高吞吐，training 用 FSDP2/Megatron 换高效更新。代价是每次更新后要把新权重搬回推理引擎（大模型上是 GB 级拷贝），verl 的 HybridEngine 用重分片+原地转换把这一步压到最低。
0.5B @ 1×4090 每步约 2s、显存约 8GB 时感知不到同步开销；7B @ 2×4090 每步约 30s、约 20GB/卡才开始吃紧（官方量级推算口径，非本机实录）。"	P11::interview
【P11】你们 RL 的 KL 怎么算？	"用 k3 估计器 $E[\exp(d) - d - 1]$（$d = \log p_{\mathrm{ref}} - \log p_{\mathrm{new}}$）算 KL，外面再套一道预算护栏，超了就提前停。
样本采自新策略，$E[\exp(d)] = E[\pi_{\mathrm{ref}}/\pi_{\mathrm{new}}] = 1$，代入 $E[\log q - \log p]$ 整理即得该式；每一项因 $e^x \ge x + 1$ 恒非负，且逐 token 平均、低方差——课程脚本实测两 token 样本 KL = 0.0204，同分布时严格为 0。工程上加护栏：KL 超过 budget（如 0.05）即判定策略漂移过大、提前停训。
它是 $\mathrm{KL}(\pi_{\mathrm{new}} \,\|\, \pi_{\mathrm{ref}})$ 的单样本估计，token 数少时仍有噪声；KL 系数 β（常用 0.01-0.1）与 budget 要一起调，护栏太紧策略学不动。"	P11::interview
【P12】LoRA 到底省的什么显存？底座还要常驻吗？	"省的是""动量账""——只训 A/B 这约 20M 参数，梯度加 AdamW 状态按约 12 字节/参数算只要约 0.24GB；底座 W 该常驻还是要全程常驻。
混合精度训练下每个可训练参数付 bf16 参数+梯度（2+2B）加 fp32 双动量（4+4B）≈ 12 字节；7B 底座 LoRA r=8 只训约 20M 参数（占 0.3%），这笔账不到 1GB。但底座必须全程常驻——bf16 约 14GB，QLoRA 4bit 约 3.5GB，所以 LoRA 省的是可训练部分的梯度+优化器，不是底座账。
rank 拉大可训练参数按 $\sum r \cdot (\mathrm{out} + \mathrm{in})$ 线性涨，省的比例随之缩小；真正的大头永远是底座 dtype。"	P12::interview
【P12】QLoRA 的 Q 量化的是哪部分？双量化能省多少？	"只量化冻结底座——NF4、双重量化、分页优化器三件套；其中双量化要在 65B 量级才省约 3GB，7B 上别拿它当卖点。
底座 4bit NF4 存储（$7 \times 10^9 \times 0.5$ 字节 ≈ 3.5GB），双重量化把量化常数再量化一遍、分页优化器在动量爆显存时先挪 CPU 兜底；LoRA 的 A/B 与 lm_head 保持高精度训练，反传时对量化权重反量化。课程静态账 ≈3.74GB（底座 3.5GB + 可训练 20M×12B ≈ 0.24GB），与官方 ~6GB 之间约 2.26GB 的差是量化常数+激活+CUDA context+峰值波动。
双量化收益与模型规模成正比（65B 才 ~3GB，7B 上是零头）；A/B 若也被量化，低精度梯度基本学不动。"	P12::interview
【P12】LoRA 合并后为什么推理零开销？什么场景不该合并？	"合并是精确加法 $W' = W + (\alpha/r)\,B@A$，把两次矩阵乘换成一次且逐元素相等，所以零额外开销。
前向从 $Wx + (\alpha/r)\,BAx$ 变成 $W'x$，数学恒等——课程脚本逐 prompt 比对合并前后 logits，max|Δlogits| ≤ 2.4e-06（纯浮点舍入，断言阈值 1e-4）；这正是 `llamafactory-cli export` 背后的全部数学。
一份底座要服务多任务/多租户、动态挂不同 adapter（vLLM multi-LoRA）时不要合并——合并就失去了""共享底座 + 热插拔""。"	P12::interview
【P12】为什么 B 初始化为 0？A 为什么不能也是 0？	"B=0 保证训练起点 $\Delta W = BA = 0$、不破坏预训练权重；A 若也是 0，两个梯度同时为 0，参数永远不动。
B=0 时起点 $\lVert \Delta W \rVert_F = 0$（Frobenius 范数就是""起点无损""的数学表述）；而 $\partial L/\partial B$ 依赖 A、$\partial L/\partial A$ 依赖 B，双零是一个死鞍点——""高斯 A + 零 B""是同时满足起点无损和梯度非零的最简组合。
这只保证起点等价，不保证学得动——目标更新秩高于 r 时只能学到最优低秩近似，loss 卡在更高的平台。"	P12::interview
【P12】lora_rank 该开多大？	"从小 r（8/16）起步做基线再按需加倍——rank 的本质是给权重更新 $\Delta W$ 的秩上预算，够表达目标更新就行。
可训练参数随 r 线性增长（$\sum r \cdot (\mathrm{out} + \mathrm{in})$）；课程 rank 对比实验里目标更新本身就是秩 4 的 $\Delta W^\*$，r=4 就把终点 loss 打到起点的 10% 以下，r<4 只能学到低秩近似、卡在更高平台——r 一旦 ≥ 目标秩，再加只加参数不加效果。
任务与预训练分布差距大、数据量大（几十万条以上）或要学新知识时才值得加 r；代价是优化器状态线性上涨、小数据上过拟合风险上升。"	P12::interview
【P13】LSH 为什么不漏高相似对？	"分带 LSH 对高相似对是""必然命中""，漏检概率随 J 增大指数归零。
候选概率 $P = 1-(1-J^r)^b$——J=0.9、16×4 配置下漏检仅 $3.8\times10^{-8}$；低相似对也可能撞进候选（J=0.45 时近一半），靠第④步 Jaccard 精算兜底。
代价是候选误报（""宽进严出""），验证步计算量取决于候选数——b 调大召回升、验证成本同步升。"	P13::interview
【P13】去重放在质量过滤前还是后？	"两流派都有消融背书，答出""先去重省算力、先过滤保精度""的分野即可。
先去重——重复文档会重复消耗质量过滤的算力；先过滤——低质文档先删能减少假重复（短文本空集判重那类事故，见本章错误 2）。
取决于语料污染程度；给出工程经验值""先测重复率，高污染先去重""即可（02 章练习 Q1 有两派完整论据）。"	P13::interview
【P13】FineWeb 的去重配置？	"5-gram、112 哈希 = 14 band × 8 row，目标相似度 ≥75%（arXiv:2406.17557 §3.4）。
等效阈值 $J^* \approx (1/14)^{1/8} \approx 0.72$；s=0.75 命中 77%、s=0.85 命中 98.8%（附录 D.1）——S 曲线的两根钉子。
配置随语料与算力消融，无普适值（本课玩具版 16×4 对应阈值 0.5）；引用时带出处，别背无源数字。"	P13::interview
【P13】字面重复 vs 语义重复？	"MinHash 管字面重复；语义重复要 embedding，成本高一个量级。
字面重复在 shingle 集合层面就有高 Jaccard；重改写的""语义重复""字面信号弱（本课 dupB J≈0.24，连候选都不是），只有语义向量近邻能抓到。
语义去重的召回依赖 embedding 对领域的泛化，且向量检索要另建索引——先算字面账，再决定要不要上语义档。"	P13::interview
【P13】簇消解保留哪一篇？	"三种策略——keep-first / keep-longest / 带质量分的 keep-best，工业默认是前两种之一。
重复关系是等价关系，须先连通成簇（并查集）再选择；keep-first 稳定可复现，keep-longest 假设""更长=更完整""。
keep-longest 会被""注水长文""钻空子；生产上带质量分的 keep-best 最优，但质量分本身是个模型（🌟 题 5 就是它的简化版）。"	P13::interview
【P14】你怎么证明 vLLM 快？	"不背论文数字，拿同模型、同 prompt、同指标的三行对比表——4090 上 Qwen2.5-0.5B（64 请求 × 32 token）实测：naive 逐请求循环 158 tok/s、TTFT p50 7.5ms、TPOT p50 6.2ms、显存真值 1.85GiB，静态批 batch=8 已到 1071 tok/s（×6.8）。
所有计时点显式 `torch.cuda.synchronize()`，吞吐分母只含 64 次正式 generate 的计时段（TTFT 单步探测与 tokenize 不计入，分子分母同口径）；静态批近 7 倍的来源是 memory-bound 下权重只读一次喂 8 个请求，vLLM 的增量再逐项归因到连续批处理 + PagedAttention + prefix caching——每项都有 Part 8 的手写模拟复现过方向。
vLLM 那一行（~3000+ tok/s）是官方量级预期、未本机实测——没实测的数字一律标出来，这正是对比表可信度的一部分。"	P14::interview
【P14】vLLM 有时 TPOT 反而变差，为什么还用它？	"serving 优化的是每卡 token 成本（吞吐），不是单请求流畅度——大 batch 下 decode 每步变慢但吞吐成倍涨，本质是吞吐换延迟。
naive 基线的 TPOT p50 6.2ms 是逐请求独占 GPU 的""空载""值；vLLM 大 batch decode 每步要算几十个请求，TPOT 可能略升，但吞吐从 158 tok/s 涨到数千 tok/s——省下的是""每 token 的卡时成本""。延迟敏感的流量走小 batch/SLO 路由，吞吐型负载用大 batch，按 goodput（满足 SLO 的有效吞吐）选型。
交互式打字机场景不能只看吞吐——高负载下 TTFT/TPOT 的 p99 会被排队和批内干扰拉长，必须配 SLO 监控。"	P14::interview
【P14】GQA 省的是什么？	"省的是 KV cache——KV 容量随 kv_heads 数线性缩放，LLaMA-7B fp16 seq2048 单序列从 1.07GB 压到 0.27GB（kv_heads 32→8，恰 1/4）。
$2(K{+}V) \times \mathrm{layers} \times \mathrm{kv\_heads} \times \mathrm{head\_dim} \times \mathrm{seq} \times \mathrm{batch} \times \mathrm{bytes}$ 里只有 kv_heads 被砍到 1/4，其余系数不动；对显存账的反推是决定性的——24GB 卡扣掉 4GB 权重和 2GB 余量、每序列 1.07GB 时并发只有 16，0.27GB 时升到 66。
GQA 是拿精度换显存的架构改动（KV 头共享，通常要 uptrain 才不掉点），省的只是 KV，不省权重显存。"	P14::interview
【P14】静态批处理的浪费怎么算？	"把整个 batch pad 到最长序列，浪费率就是 pad 掉的 token 份额——[100,10,10,10] 四个请求分配 4×100、实际只有 130，浪费 67.5%。
静态批里每个槽位都陪跑到最慢请求结束，slot×步数与 GPU 时间一一对应，token 份额 ≈ 时间浪费；等长负载 [10,10,10,10] 浪费为 0，长尾分布最狠。连续批处理（Orca/vLLM）早完成即释放、新请求立刻补位，理想情况浪费归 0。
连续批也有换入换出与块表维护开销；负载本身同质（如等长翻译批）时收益主要来自""补位""而非""省槽位""。"	P14::interview
【P14】投机解码什么时候负收益？	"接受率低加上 draft 贵时——加速比 = $E / (1 + \mathrm{overhead})$，α=0、γ=4、draft 开销 0.5 时只有 2/3，越用越慢。
每周期期望产出 $E = (1 - \alpha^{\gamma+1}) / (1 - \alpha)$，α=0 时 E=1（白赚 target 自己的 1 个 token）、α=1 时取极限 γ+1；Part 8 实测 α≈0.60、γ=4 时 E≈2.31。它能成立靠的是 decode 是 memory-bound——验证 γ+1 个位置权重只搬一遍，多算的 γ 份矩阵乘几乎免费，验证成本 ≈ 单 token decode。
batch 已大（进入 compute-bound）、γ 过大挤占带宽、或 draft 不够小（overhead 吃掉收益）时加速跌破 1——低接受率 + 贵草稿就是负收益。"	P14::interview
【P15】三大多模态方案？	"拼接式是当下主流，Flamingo 门控是历史方案，early-fusion 是下一代原生多模态的方向。
拼接式（LLaVA）把投影器输出的视觉 token 直接拼进 LLM 序列——脚本 01 实测的关键性质是 LLM 本体不感知模态差异，图像位置直接拿投影向量当输入 embedding；Flamingo 用门控交叉注意力把视觉注入冻结 LLM，结构重、已淡出主流；early-fusion（Fuyu/Chameleon 式）从预训练起就让图文共享一条管线，对齐不是""后补""而是""原生""。
拼接式受制于视觉塔与投影器的对齐质量；early-fusion 训练成本高，基本是基座厂商的玩法。"	P15::interview
【P15】LLaVA 两阶段为什么这么设计？	"先冻结 ViT 和 LLM 只训投影器，把""翻译器""搭稳后再端到端——防止随机初始化的噪声 token 冲垮预训练能力。
脚本 01 的实测参数账：Stage 1 只有 1,856 个可训练参数（loss 2.907→1.825），Stage 2 全解冻 29,620 参数（loss→0.034）；真实 LLaVA-7B 同构投影器（题 3 的 `mlp2x_params(1024, 4096)`）也只有 20,979,712 ≈ 21M，约占全模型 0.3%——先训这座小桥几乎不动两个基座。
一开始就端到端，三个模块同时漂移，损失下降可能只是""互相迁就""而非对齐变好；代价是多一轮训练流程。"	P15::interview
【P15】CLIP vs SigLIP？	"InfoNCE 是全 batch 的 softmax 对比（batch 依赖强），SigLIP 拆成逐对独立 sigmoid（batch 依赖弱）——小 batch 场景 SigLIP 是更稳的默认。
InfoNCE 的负样本来自 batch 内其他文本，CLIP 论文为此用 32768 的 batch；SigLIP 对每对独立做 $+1/-1$ 的二分类，论文实测 batch 缩到 1/4 仍持平，这正是 SmolVLM/InternVL/PaliGemma 改用它的原因（省显存）；脚本 02 实测训练后学到的温度 $\tau$：CLIP 路径 16.21、SigLIP 8.53——锐度是学出来的，不是定的。
$\tau$ 经 `scale = exp(log_scale)` 可学习保证恒正、自适应锐度，但初始化不当（过小信号弱、过大早期不稳）仍会翻车。"	P15::interview
【P15】Qwen-VL 为什么 OCR 强？	"原生动态分辨率——token 数随图像内容自适应，不像固定 336² 那样在进模型前就把字糊掉。
固定 336² 对一张 4000×3000 的文档照片意味着下采样 100 倍以上，笔画在 resize 阶段就丢了，后端再强也救不回；动态分辨率按原始尺寸切 patch（`ceil(H/p) × ceil(W/p)`，题 1 实测 1024×768 → 4070 token），再配 pixel shuffle 类压缩（÷4，题 4 实测 4070//4 = 1017 token）与 token 预算控制（`max_tokens=2560` 触发逐级缩放）。
token 数不可预测，一张长图能吃爆上下文——预算与压缩工程是动态分辨率的必配代价，不是可选项。"	P15::interview
【P16】DDPM 为什么训练能一步加噪？	"前向是一条固定的噪声规划，没有任何可学习参数，任意 t 的边际分布有闭式解——跳到任意噪声级零成本。
$q(x_t|x_0)=\mathcal{N}(x_t;\sqrt{\bar\alpha_t}\,x_0,(1-\bar\alpha_t)I)$，其中 $\bar\alpha_t=\prod_{s<t}(1-\beta_s)$（本课脚本 T=400、线性 schedule）；训练时随机采 t 用闭式一步合成 $x_t$，""随机""是为了让每个 step 覆盖所有噪声级——损失本来就是对 t 求期望。
需要逐步迭代的只有反向链——$\hat\varepsilon$ 网络是可学习部分，只在采样时发生；闭式只对高斯前向成立。"	P16::interview
【P16】img2img 的 strength 是什么？	"strength 决定起始时间步 $t_0=\lfloor \mathrm{steps}\times\mathrm{strength}\rfloor$——即把参考图加噪到第几步再开始反向去噪。
起点潜变量按前向闭式构造 $x_{t_0}=\sqrt{\bar\alpha_{t_0}}\,z_{ref}+\sqrt{1-\bar\alpha_{t_0}}\,\varepsilon$（题 3 的实现）；T=400 线性 schedule 实测 strength 0.2/0.5/0.8/1.0 对应 $\sqrt{\bar\alpha_{t_0}}$ = 0.9204/0.6017/0.2737/0.1322（02 章练习 1 的参考数值）——0.5 保留约六成信号，正是""保构图、改内容""的工程档位。
strength=1.0 信号只剩 ~13%，等价纯文生图（参考图白给）；strength 太小则改不动内容，只能算轻微修图。"	P16::interview
【P16】IP-Adapter 为什么不动基座？	"参考图走一套独立新增的 K/V 投影，与文本注意力分支线性叠加——基座权重一个不动，只训 22M 新参数。
解耦交叉注意力 $\mathrm{out}=\mathrm{attn}(Q,K_{txt},V_{txt})+s\cdot\mathrm{attn}(Q,K_{ref},V_{ref})$；独立 K/V 保证不改写基座已学好的文本注意力分布，scale=0 时输出与原模型逐元素一致（可验证的解耦性，题 4 的验收），参考强度还连续可调。
它只做""条件注入""，改不动基座本身的能力；与 ControlNet 是正交组合而非互替（03 章 §1、脚本 02 的 [2] 号实验）。"	P16::interview
【P16】CFG 的 w 过大会怎样？	"w 是沿条件方向的外推倍率，过大把预测推出训练分布——过饱和、失真；训练侧 ~10% 条件置空是它的必配。
$\varepsilon=\varepsilon_{uncond}+w\,(\varepsilon_{cond}-\varepsilon_{uncond})$；脚本 02 实测 w=7.5（SD 默认）时输出与条件方向的余弦 ≈0.998，外推方向正确，而随机两路下 w=1 余弦只有 ≈0.7；训练时不以 ~10% 概率置空条件，模型没学过无条件模式，外推方向被污染，w 越大伪影越大。
w 从 7.5 拉到 15 就开始过引导失真（实验题的观测点）；10% 置空是 CFG 的训练侧配套，不是数据增强。"	P16::interview
【P16】DDIM 和 DDPM 的区别？	"DDIM 把随机反向改成确定性 ODE 步进，换来可跳步与可复现。
DDPM 每步注入随机噪声、必须逐步走 T 步；DDIM 在 eta=0 时同一 $x_T$ 结果可复现，且可以从 t 直接跳步（教程 02 章""采样器""小节）；同族分工的一句话版本：DDIM 解决确定性/跳步，DPM-Solver 系解决步数效率（10-15 步达到 DDPM 25 步质量）。
确定性采样牺牲了随机性带来的多样性；跳步太狠质量下降——进阶阅读，本课未实现。"	P16::interview
【P17】Agentic RL 和单轮 RLVR 的实现差异？	"核心差异是把""一次生成""换成""多轮轨迹""，由此带出一整串工程改造——能答出 3 个即合格。
① 多轮 rollout：模型发工具调用 → 环境观测回填上下文 → 继续生成； ② 观测 token 做 loss mask（环境的话不承载策略梯度）； ③ 轨迹级优势：整条轨迹一个 0/1 结果奖励，组内标准化后广播到所有 assistant token（本课题 1 实测 assistant 占比典型 10-30%）； ④ 再往外是异步 rollout 与上下文管理。
多轮让 credit assignment 粒度变粗（好的中间动作被坏结局连坐），需要过程奖励或 step 级分组（ToolRL/GiGPO）来补。"	P17::interview
【P17】观测 token 为什么 mask 出 loss？	"观测是环境说的话、不是模型的决策——算进 loss 等于教模型""生成""工具结果；观测含答案时更会教出""复读观测""的捷径。
本课脚本 01 的真实消融（开关 `mask_observations`，观测替换为 `<mask>`）：mask 组 A 四格 开卷·train 99.0% / 开卷·holdout 12.5% / 闭卷·train 43.8% / 闭卷·holdout 25.0%；泄漏组 B（观测原样进输入）96.9% / 3.1% / 10.4% / 0.0%——开卷 train 看着一样好，holdout 与闭卷全面崩塌，因为泄漏组学的是""复读观测""（第二次观测=答案）而非内化 $a\times b+c$。
开卷成绩好看 ≠ 学会了计算；工业实现观测照进上下文（藏掉等于废掉工具），防捷径要靠判分协议与奖励设计。"	P17::interview
【P17】Echo Trap 是什么？怎么发现/缓解？	"多轮 RL 的探索坍缩——策略熵掉下去后轨迹收敛到重复模板；用轨迹多样性监控发现，用 StarPO-S 类手段缓解。
RAGEN 论文的关键观察是熵坍缩时奖励曲线可能看似正常，所以要主动监控轨迹多样性（本课题 4 的度量=不同轨迹数/总轨迹数，3 条全同 → 1/3）；缓解配方 StarPO-S：critic + clip-higher + rollout 过滤。
多样性高 ≠ 探索健康——8 条互不相同但全失败的轨迹多样性照样 1.0，还要看 rollout 熵与""多样性×成功率""的联合曲线。"	P17::interview
【P17】奖励怎么设计？	"从稀疏结果奖励出发，向过程塑形升级——ToolRL 式把格式/参数/结果分解打分，再配课程学习保证 RL 能启动。
稀疏 0/1 结果奖励最不易被 hack 但 credit assignment 粗；ToolRL 式塑形给中间动作细粒度信号；ORM 用结果标签训练裁判模型打分；WebRL 式课程学习从失败轨迹再生任务——本课实测印证了前置条件：BC 示范砍到 2 个组合后，组内奖励全 0、六轮 RL 纹丝不动（采不出能拿分的轨迹，GRPO 优势恒为零）。
塑形项越多越可被 hack（reward hacking），裁判模型本身也会被钻空子——稀疏与塑形要配比，并留 holdout 探针。"	P17::interview
【P18】手写一个 BM25	"三个部件白板直接写——IDF 恒正平滑、TF 饱和、文档长度归一（课程与作业同款 $k_1=1.2,\ b=0.75$）。
$\mathrm{score}(q,d)=\sum_{q}\mathrm{idf}(q)\cdot\frac{tf\,(k_1+1)}{tf+k_1\,(1-b+b\,|d|/\mathrm{avgdl})}$，IDF 用恒正平滑式 $\ln\frac{N-df+0.5}{df+0.5}+1$；TF 饱和保证单调但不线性（题 2 验收：出现 3 次的 chunk 得分高于出现 1 次的），IDF 恒正保证查询词不在任何 chunk 时全 0 分、稀有词最高分远超常见词。
BM25 输出无界正分（一个稀有词命中就能到 5+），与 cosine 融合前必须归一化；纯词面匹配对同义改写无能为力。"	P18::interview
【P18】hybrid 搜索两路分数怎么融合？	"默认答 RRF——只融合名次不融合分值、免标定（$k=60$ 默认）；追问再讲加权 + min-max 归一化 + 网格搜，并用""融合不是免费""的实测收尾。
$\mathrm{score}(i)=\sum_{L}1/(k+\mathrm{rank}_L(i))$，$k\to\infty$ 时退化为计数排序（k 控制名次信息的带宽，题 3 的退化性质）；要加权就必须两路各自 min-max 归一化，否则 BM25 的无界正分统治 cosine（题 5）；Anthropic contextual retrieval 的官方四级失败率链 5.7%→3.7%→2.9%→1.9%（+上下文 → +hybrid → +rerank，累计 −67%）是混合价值的最好背书——但本课 01 章实测 Q2 上 BM25 单路 1.00 → hybrid 0.80，融合也会倒退。
RRF 稳健但不是最优（01 章四路 mean：dense 0.58 / BM25 0.60 / hybrid 0.85 / +rerank 0.92）；最优 w 依赖数据，要按下游 recall 网格搜出来。"	P18::interview
【P18】RAG 怎么评测？	"检索侧 recall@k（必须有 ground truth），生成侧 RAGAS 四指标——重点讲 faithfulness 的 claims 分解与评测器噪声。
faithfulness 把答案拆成逐条 claim 让裁判逐条判支持（yes=1，no/unsure=0 的保守口径，宁可低估不虚高；本课题 4 的 judge 可注入正是为了让 mock 离线可测）；评测器本身有噪声——等价问法就能让小裁判翻转，所以要 supported/refuted/unknown 三数齐报，别让一个标量压扁三种状态；检索侧 recall@k 直接可视化组件贡献：本课降级实测（`RAG18_FORCE_FALLBACK=1`，hashing trick 换掉真嵌入）dense 列 recall 0.58→0.20。
没有 ground truth 时 recall@k 不可算；裁判模型换一代分数口径就变——报告必须附裁判版本与运行配置。"	P18::interview
【P18】chunk 大小怎么定？	"没有银弹——256-1024 字符起步、按下游 recall 调；碎块丢上下文的解法是 overlap、contextual retrieval（先切后补）或 late chunking（先嵌后切）。
块太大检索粒度糊、太小上下文残缺——所以先守住三条不变量（长度受限、overlap 接头、不丢字符，本课题 1 的验收）；contextual retrieval 给每块补文档级定位句，通用但每块一次 LLM 调用，late chunking 省 token 但绑定长上下文嵌入模型；工程坑：`s.split('。')` 会丢句号，要用捕获组 `re.split('(。)', s)` 把句号保留成独立原子段。
参数要真的被用上并两组复现（`size=512/overlap=64` 与 `size=128/overlap=16` 都过不变量），""一版参数到处用""不成立。"	P18::interview
